host,isolate,round,score
TAM428,AMP35,1.0,3.0
TAM428,AMP35,1.0,2.0
TAM428,AMP35,1.0,1.0
TAM428,AMP35,1.0,2.0
TAM428,AMP35,1.0,2.0
TAM428,AMP35,1.0,2.0
TAM428,AMP35,1.0,2.0
TAM428,AMP35,1.0,3.0
TAM428,AMP35,1.0,2.0
TAM428,AMP35,1.0,2.0
TAM428,AMP35,1.0,2.0
TAM428,AMP35,1.0,2.0
TAM428,AMP35,1.0,3.0
TAM428,AMP35,1.0,1.0
TAM428,AMP35,1.0,2.0
TAM428,AMP35,1.0,1.0
TAM428,AMP35,1.0,3.0
TAM428,AMP35,1.0,2.0
TAM428,AMP35,1.0,1.0
TAM428,AMP35,1.0,2.0
TAM428,AMP35,1.0,3.0
TAM428,AMP35,1.0,1.0
TAM428,AMP35,1.0,2.0
TAM428,AMP35,1.0,3.0
TAM428,AMP35,1.0,1.0
TAM428,AMP35,1.0,1.0
TAM428,AMP35,1.0,2.0
TAM428,AMP35,1.0,2.0
TAM428,AMP35,1.0,3.0
TAM428,AMP35,2.0,1.0
TAM428,AMP35,2.0,1.333
TAM428,AMP35,2.0,1.0
TAM428,AMP35,2.0,1.667
TAM428,AMP35,2.0,1.0
TAM428,AMP35,2.0,1.667
TAM428,AMP35,2.0,1.333
TAM428,AMP35,2.0,1.0
TAM428,AMP35,2.0,1.667
TAM428,AMP35,2.0,1.667
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,3.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,1.0
TAM428,AMP53,1.0,1.0
TAM428,AMP53,1.0,1.0
TAM428,AMP53,1.0,1.0
TAM428,AMP53,1.0,4.0
TAM428,AMP53,1.0,5.0
TAM428,AMP53,1.0,3.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,1.0
TAM428,AMP53,1.0,1.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,1.0
TAM428,AMP53,1.0,3.0
TAM428,AMP53,1.0,1.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,3.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,5.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,3.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,3.0
TAM428,AMP53,1.0,1.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,1.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,3.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,3.0
TAM428,AMP53,1.0,3.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,4.0
TAM428,AMP53,1.0,3.0
TAM428,AMP53,1.0,3.0
TAM428,AMP53,1.0,5.0
TAM428,AMP53,1.0,4.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,1.0
TAM428,AMP53,1.0,3.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,1.0,2.0
TAM428,AMP53,2.0,1.667
TAM428,AMP53,2.0,1.0
TAM428,AMP53,2.0,1.0
TAM428,AMP53,2.0,1.0
TAM428,AMP53,2.0,2.0
TAM428,AMP53,2.0,4.0
TAM428,AMP53,2.0,1.667
TAM428,AMP53,2.0,2.667
TAM428,AMP53,2.0,3.333
TAM428,AMP53,2.0,3.333
